file_path,qualname,function_name,class_name,arg_count,decorator_count,returns_value,touches_state,touches_memory,touches_phase,touches_reduction,touches_registry,touches_io
ciel_omega/ciel_io/reality_logger.py,__init__,__init__,,2,0,0,0,0,0,0,0,1
ciel_omega/ciel_io/reality_logger.py,record,record,,3,0,0,0,0,0,0,1,1
ciel_omega/ciel_io/simple_loader.py,fetch,fetch,,1,1,1,0,0,0,0,0,1
ciel_omega/ciel_io/simple_loader.py,parse_header,parse_header,,1,1,1,0,0,0,0,0,0
ciel_omega/ciel_orchestrator.py,main,main,,0,0,0,1,0,0,0,0,1
ciel_omega/ciel_orchestrator.py,__init__,__init__,,2,0,0,0,0,0,0,0,0
ciel_omega/ciel_orchestrator.py,_init_components,_init_components,,1,0,0,0,1,0,0,0,0
ciel_omega/ciel_orchestrator.py,process,process,,3,0,1,1,1,0,0,0,0
ciel_omega/ciel_orchestrator.py,interactive_session,interactive_session,,1,0,0,0,0,0,0,0,0
ciel_omega/ciel_orchestrator.py,_print_status,_print_status,,1,0,0,0,1,0,0,0,0
ciel_omega/ciel_wave/fourier_kernel.py,__init__,__init__,,2,0,0,0,0,0,0,0,0
ciel_omega/ciel_wave/fourier_kernel.py,run,run,,1,0,1,0,0,0,0,0,0
ciel_omega/ciel_wave/fourier_kernel.py,visualize,visualize,,2,0,0,0,0,0,0,0,1
ciel_omega/cognition/decision.py,decide,decide,,2,0,1,0,0,0,0,0,0
ciel_omega/cognition/dissociation.py,step,step,,3,0,1,1,0,1,0,0,0
ciel_omega/cognition/introspection.py,state,state,,3,0,1,1,0,0,0,0,0
ciel_omega/cognition/intuition.py,_weights,_weights,,1,0,1,0,0,0,0,0,0
ciel_omega/cognition/intuition.py,ingest,ingest,,2,0,0,0,1,0,0,0,0
ciel_omega/cognition/intuition.py,intuition,intuition,,2,0,1,0,1,0,0,0,0
ciel_omega/cognition/intuition.py,update_entropy,update_entropy,,3,0,0,0,0,0,0,0,0
ciel_omega/cognition/orchestrator.py,run_cycle,run_cycle,,5,0,1,0,0,0,0,0,0
ciel_omega/cognition/perception.py,compute,compute,,3,0,1,0,0,0,0,0,0
ciel_omega/cognition/prediction.py,predict,predict,,2,0,1,0,0,0,0,0,0
ciel_omega/compute/gpu_engine.py,__init__,__init__,,3,0,0,0,0,0,0,0,0
ciel_omega/compute/gpu_engine.py,xp,xp,,1,0,1,0,0,0,0,0,0
ciel_omega/compute/gpu_engine.py,to_xp,to_xp,,2,0,1,0,0,0,0,0,0
ciel_omega/compute/gpu_engine.py,to_np,to_np,,2,0,1,0,0,0,0,0,0
ciel_omega/compute/gpu_engine.py,gradient2,gradient2,,2,0,1,0,0,0,0,0,0
ciel_omega/compute/gpu_engine.py,laplacian,laplacian,,2,0,1,0,0,0,0,0,0
ciel_omega/compute/gpu_engine.py,_build_laplacian_cpu,_build_laplacian_cpu,,1,0,1,0,0,0,0,0,0
ciel_omega/compute/gpu_engine.py,lap_cpu,lap_cpu,,1,0,1,0,0,0,0,0,0
ciel_omega/config/constants.py,planck_energy,planck_energy,,1,0,1,0,0,0,0,0,0
ciel_omega/config/constants.py,fine_structure,fine_structure,,1,0,1,0,0,0,0,0,0
ciel_omega/constraints/euler_constraint.py,_wrap,_wrap,,1,0,1,0,0,0,0,0,0
ciel_omega/constraints/euler_constraint.py,_circ_mean,_circ_mean,,1,0,1,0,0,1,0,0,0
ciel_omega/constraints/euler_constraint.py,_safe_angle_mean,_safe_angle_mean,,1,0,1,0,0,0,0,0,0
ciel_omega/constraints/euler_constraint.py,_build_core_phase_vector,_build_core_phase_vector,,1,0,1,0,0,1,0,0,0
ciel_omega/constraints/euler_constraint.py,_canonical_id_to_phase,_canonical_id_to_phase,,1,0,1,0,0,1,0,0,0
ciel_omega/constraints/euler_constraint.py,_priority_weight,_priority_weight,,1,0,1,0,0,0,0,1,0
ciel_omega/constraints/euler_constraint.py,_build_vocabulary_phase_vector,_build_vocabulary_phase_vector,,2,0,1,0,0,1,0,1,0
ciel_omega/constraints/euler_constraint.py,_build_affect_phase_vector,_build_affect_phase_vector,,1,0,1,0,0,1,0,0,0
ciel_omega/constraints/euler_constraint.py,_memory_stats,_memory_stats,,1,0,1,0,1,0,0,0,0
ciel_omega/constraints/euler_constraint.py,_sector_metrics,_sector_metrics,,1,0,1,0,0,1,0,0,0
ciel_omega/constraints/euler_constraint.py,_pairwise_tension,_pairwise_tension,,2,0,1,0,0,0,0,0,0
ciel_omega/constraints/euler_constraint.py,circular_target_phase,circular_target_phase,,3,0,1,0,0,1,0,0,0
ciel_omega/constraints/euler_constraint.py,regulation_strength,regulation_strength,,2,0,1,0,0,1,0,0,0
ciel_omega/constraints/euler_constraint.py,evaluate_unified_euler_constraint,evaluate_unified_euler_constraint,,7,0,1,1,1,1,0,1,0
ciel_omega/constraints/euler_constraint.py,_apply_phase_pull,_apply_phase_pull,,3,0,1,0,0,1,0,0,0
ciel_omega/constraints/euler_constraint.py,apply_active_euler_feedback,apply_active_euler_feedback,,3,0,1,1,1,1,0,1,1
ciel_omega/constraints/euler_constraint.py,as_dict,as_dict,,1,0,1,0,0,0,0,0,0
ciel_omega/constraints/euler_constraint.py,euler_constraint_violation,euler_constraint_violation,,1,0,1,0,0,1,0,0,0
ciel_omega/constraints/euler_constraint.py,phase_sector,phase_sector,,1,0,1,0,0,1,0,0,0
ciel_omega/core/base.py,evolve_reality,evolve_reality,,2,0,0,0,0,0,0,0,0
ciel_omega/core/base.py,update_reality_fields,update_reality_fields,,1,0,0,0,0,0,0,0,0
ciel_omega/core/base.py,normalize_field,normalize_field,,2,0,0,0,0,0,0,0,0
ciel_omega/core/braid/adapter.py,encode_prompt,encode_prompt,,3,0,1,0,0,1,0,0,0
ciel_omega/core/braid/adapter.py,submit_prompt,submit_prompt,,3,0,1,0,0,1,0,0,0
ciel_omega/core/braid/adapter.py,step,step,,2,0,1,0,1,1,0,0,0
ciel_omega/core/braid/defaults.py,glyph_bind,glyph_bind,,2,0,0,0,1,1,0,0,0
ciel_omega/core/braid/defaults.py,glyph_reflect,glyph_reflect,,2,0,0,0,1,1,0,0,0
ciel_omega/core/braid/defaults.py,ritual_stabilize,ritual_stabilize,,2,0,0,0,1,1,0,0,0
ciel_omega/core/braid/defaults.py,make_default_runtime,make_default_runtime,,0,0,1,0,1,1,0,1,1
ciel_omega/core/braid/glyphs.py,register,register,,2,0,0,0,0,0,0,0,0
ciel_omega/core/braid/glyphs.py,get,get,,2,0,1,0,0,0,0,0,0
ciel_omega/core/braid/glyphs.py,choose_for,choose_for,,3,0,1,0,0,0,0,0,0
ciel_omega/core/braid/glyphs.py,register,register,,2,0,0,0,0,0,0,0,0
ciel_omega/core/braid/glyphs.py,get,get,,2,0,1,0,0,0,0,0,0
ciel_omega/core/braid/glyphs.py,choose_for,choose_for,,2,0,1,0,0,0,0,0,0
ciel_omega/core/braid/memory.py,phasor,phasor,,1,0,1,0,0,1,0,0,0
ciel_omega/core/braid/memory.py,coherence,coherence,,1,0,1,0,0,0,0,0,0
ciel_omega/core/braid/memory.py,add,add,,5,0,1,0,1,1,0,0,0
ciel_omega/core/braid/memory.py,mean_phasor,mean_phasor,,1,0,1,0,0,0,0,0,0
ciel_omega/core/braid/phase_field.py,advance,advance,,1,0,0,0,0,1,0,0,0
ciel_omega/core/braid/phase_field.py,current,current,,1,0,1,0,0,1,0,0,0
ciel_omega/core/braid/runtime.py,detect_contradiction,detect_contradiction,,2,0,1,0,1,0,0,0,0
ciel_omega/core/braid/runtime.py,estimate_curvature,estimate_curvature,,2,0,1,0,0,0,0,0,0
ciel_omega/core/braid/runtime.py,build_loop,build_loop,,4,0,1,0,0,1,0,0,0
ciel_omega/core/braid/runtime.py,execute_loop,execute_loop,,2,0,1,0,1,1,0,0,0
ciel_omega/core/braid/runtime.py,submit_intention,submit_intention,,5,0,1,0,0,1,0,0,0
ciel_omega/core/braid/runtime.py,step,step,,2,0,1,0,0,0,0,0,0
ciel_omega/core/braid/scars.py,residual_curvature,residual_curvature,,1,0,1,0,0,0,0,0,0
ciel_omega/core/braid/scars.py,can_execute,can_execute,,2,0,1,0,0,0,0,0,0
ciel_omega/core/braid/scars.py,register_scar,register_scar,,7,0,1,0,1,1,0,0,0
ciel_omega/core/braid/scars.py,resolve_scar,resolve_scar,,2,0,0,0,0,0,0,0,0
ciel_omega/core/braid/scheduler.py,add_loop,add_loop,,2,0,0,0,0,0,0,0,0
ciel_omega/core/braid/scheduler.py,next_batch,next_batch,,2,0,1,0,0,0,0,0,0
ciel_omega/core/math_utils.py,laplacian2,laplacian2,,1,0,1,0,0,0,0,0,0
ciel_omega/core/math_utils.py,field_norm,field_norm,,1,0,1,0,0,0,0,0,0
ciel_omega/core/math_utils.py,coherence_metric,coherence_metric,,1,0,1,0,0,1,0,0,0
ciel_omega/core/math_utils.py,normalize_field,normalize_field,,1,0,1,0,0,0,0,0,0
ciel_omega/core/math_utils.py,smooth2d,smooth2d,,2,0,1,0,0,0,0,0,0
ciel_omega/core/math_utils.py,gradient2d,gradient2d,,1,0,1,0,0,0,0,0,0
ciel_omega/core/physics/ciel0_framework.py,main,main,,0,0,1,0,0,0,0,0,0
ciel_omega/core/physics/ciel0_framework.py,__init__,__init__,,3,0,0,0,0,0,0,0,0
ciel_omega/core/physics/ciel0_framework.py,_initialize_fields,_initialize_fields,,1,0,0,1,0,0,0,0,0
ciel_omega/core/physics/ciel0_framework.py,compute_resonance,compute_resonance,,3,0,1,1,0,0,0,0,0
ciel_omega/core/physics/ciel0_framework.py,compute_lambda0_operator,compute_lambda0_operator,,4,0,1,0,0,0,0,0,0
ciel_omega/core/physics/ciel0_framework.py,compute_symbolic_mass,compute_symbolic_mass,,4,0,1,1,0,0,0,0,0
ciel_omega/core/physics/ciel0_framework.py,compute_temporal_flow,compute_temporal_flow,,2,0,1,0,0,0,0,0,0
ciel_omega/core/physics/ciel0_framework.py,compute_symbolic_entropy,compute_symbolic_entropy,,2,0,1,0,0,0,0,0,0
ciel_omega/core/physics/ciel0_framework.py,compute_intention_dynamics,compute_intention_dynamics,,4,0,1,0,0,1,0,0,0
ciel_omega/core/physics/ciel0_framework.py,compute_temporal_dynamics,compute_temporal_dynamics,,4,0,1,0,0,1,0,0,0
ciel_omega/core/physics/ciel0_framework.py,compute_gauge_fields,compute_gauge_fields,,2,0,1,0,0,1,0,0,0
ciel_omega/core/physics/ciel0_framework.py,compute_spacetime_curvature,compute_spacetime_curvature,,4,0,1,0,0,0,0,0,0
ciel_omega/core/physics/ciel0_framework.py,unified_lagrangian,unified_lagrangian,,2,0,1,0,0,0,0,0,0
ciel_omega/core/physics/ciel0_framework.py,evolution_step,evolution_step,,2,0,0,0,0,0,0,0,0
ciel_omega/core/physics/ciel0_framework.py,initialize_gaussian_pulse,initialize_gaussian_pulse,,4,0,0,0,0,0,0,0,0
ciel_omega/core/physics/ciel0_framework.py,analyze_coherence_dynamics,analyze_coherence_dynamics,,2,0,1,0,0,0,0,0,0
ciel_omega/core/physics/ciel0_framework.py,visualize_fields,visualize_fields,,2,0,1,0,0,1,0,0,0
ciel_omega/core/physics/ciel0_framework.py,run_complete_simulation,run_complete_simulation,,3,0,1,0,0,0,0,0,0
ciel_omega/core/physics/ciel0_framework.py,plot_evolution_dynamics,plot_evolution_dynamics,,2,0,1,0,0,0,0,0,0
ciel_omega/core/physics/ciel0_framework.py,verify_axioms,verify_axioms,,1,0,1,0,0,0,0,0,0
ciel_omega/core/physics/ciel0_framework.py,check_conservation,check_conservation,,1,0,1,0,0,0,0,0,0
ciel_omega/core/physics/csf_simulator.py,make_csf2_seed,make_csf2_seed,,1,0,1,1,0,0,0,0,0
ciel_omega/core/physics/csf_simulator.py,__post_init__,__post_init__,,1,0,0,0,0,1,0,0,0
ciel_omega/core/physics/csf_simulator.py,step,step,,3,0,0,0,0,0,0,0,0
ciel_omega/core/physics/csf_simulator.py,clone,clone,,1,0,1,1,0,0,0,0,0
ciel_omega/core/physics/csf_simulator.py,step,step,,2,0,1,1,0,0,0,0,0
ciel_omega/core/physics/definite_kernel.py,demonstrate_unified_reality,demonstrate_unified_reality,,0,0,1,0,0,0,0,0,0
ciel_omega/core/physics/definite_kernel.py,test_laws_compliance,test_laws_compliance,,2,0,1,0,0,0,0,0,0
ciel_omega/core/physics/definite_kernel.py,__init__,__init__,,2,0,0,0,0,0,0,0,0
ciel_omega/core/physics/definite_kernel.py,law_consciousness_quantization,law_consciousness_quantization,,2,0,1,0,0,1,0,0,0
ciel_omega/core/physics/definite_kernel.py,law_mass_emergence,law_mass_emergence,,3,0,1,0,0,0,0,0,0
ciel_omega/core/physics/definite_kernel.py,law_temporal_dynamics,law_temporal_dynamics,,3,0,1,0,0,1,0,0,0
ciel_omega/core/physics/definite_kernel.py,law_ethical_preservation,law_ethical_preservation,,3,0,1,0,0,1,0,0,0
ciel_omega/core/physics/definite_kernel.py,law_reality_coherence,law_reality_coherence,,2,0,1,0,0,0,0,0,0
ciel_omega/core/physics/definite_kernel.py,law_consciousness_entanglement,law_consciousness_entanglement,,3,0,1,0,0,0,0,0,0
ciel_omega/core/physics/definite_kernel.py,law_information_conservation,law_information_conservation,,3,0,1,1,0,0,0,0,0
ciel_omega/core/physics/definite_kernel.py,__init__,__init__,,3,0,0,0,0,1,0,0,0
ciel_omega/core/physics/definite_kernel.py,initialize_reality_fields,initialize_reality_fields,,1,0,0,1,0,1,0,0,0
ciel_omega/core/physics/definite_kernel.py,update_reality_fields,update_reality_fields,,1,0,0,0,0,0,0,0,0
ciel_omega/core/physics/definite_kernel.py,update_quantum_metrics,update_quantum_metrics,,1,0,0,1,0,0,0,0,0
ciel_omega/core/physics/definite_kernel.py,evolve_reality,evolve_reality,,2,0,1,1,0,1,0,1,0
ciel_omega/core/physics/definite_kernel.py,evolve_consciousness_field,evolve_consciousness_field,,1,0,0,0,0,0,0,0,0
ciel_omega/core/physics/definite_kernel.py,evolve_symbolic_field,evolve_symbolic_field,,1,0,0,0,0,0,0,0,0
ciel_omega/core/physics/definite_kernel.py,laplacian,laplacian,,2,0,1,0,0,0,0,0,0
ciel_omega/core/physics/definite_kernel.py,normalize_field,normalize_field,,2,0,0,0,0,0,0,0,0
ciel_omega/core/physics/definite_kernel.py,create_reality_dashboard,create_reality_dashboard,,2,1,1,1,0,1,0,0,0
ciel_omega/core/physics/definite_kernel.py,plot_reality_evolution,plot_reality_evolution,,2,1,1,0,0,0,0,0,0
ciel_omega/core/physics/reality_expander.py,expand,expand,,2,0,1,0,0,0,0,0,0
ciel_omega/core/physics/reality_laws.py,__init__,__init__,,2,0,0,0,0,0,0,0,0
ciel_omega/core/physics/reality_laws.py,law_consciousness_quantization,law_consciousness_quantization,,2,0,1,0,0,0,0,0,0
ciel_omega/core/physics/reality_laws.py,law_mass_emergence,law_mass_emergence,,3,0,1,0,0,0,0,0,0
ciel_omega/core/physics/reality_laws.py,law_temporal_dynamics,law_temporal_dynamics,,3,0,1,0,0,1,0,0,0
ciel_omega/core/physics/reality_laws.py,law_ethical_preservation,law_ethical_preservation,,3,0,1,0,0,1,0,0,0
ciel_omega/core/physics/reality_laws.py,law_reality_coherence,law_reality_coherence,,2,0,1,0,0,0,0,0,0
ciel_omega/core/physics/reality_laws.py,law_consciousness_entanglement,law_consciousness_entanglement,,3,0,1,0,0,0,0,0,0
ciel_omega/core/physics/reality_laws.py,law_information_conservation,law_information_conservation,,3,0,1,0,0,0,0,0,0
ciel_omega/core/physics/reality_laws.py,__init__,__init__,,3,0,0,0,0,0,0,0,0
ciel_omega/core/physics/reality_laws.py,initialize_reality_fields,initialize_reality_fields,,1,0,0,1,0,1,0,0,0
ciel_omega/core/physics/reality_laws.py,update_reality_fields,update_reality_fields,,1,0,0,0,0,0,0,0,0
ciel_omega/core/physics/reality_laws.py,normalize_field,normalize_field,,2,0,0,0,0,0,0,0,0
ciel_omega/core/physics/reality_laws.py,evolve_reality,evolve_reality,,2,0,1,1,0,1,0,0,0
ciel_omega/core/physics/reality_laws.py,_evolve_consciousness,_evolve_consciousness,,1,0,0,0,0,0,0,0,0
ciel_omega/core/physics/reality_laws.py,_evolve_symbolic,_evolve_symbolic,,1,0,0,0,0,0,0,0,0
ciel_omega/core/quantum/quantum_engine.py,safe_inv,safe_inv,,2,0,1,0,0,0,0,0,0
ciel_omega/core/quantum/quantum_engine.py,tikhonov_inv,tikhonov_inv,,2,0,1,0,0,0,0,0,0
ciel_omega/core/quantum/quantum_engine.py,remove_zero_modes,remove_zero_modes,,3,0,1,0,0,0,0,0,0
ciel_omega/core/quantum/quantum_engine.py,zeta_on_critical_line,zeta_on_critical_line,,2,0,1,0,0,0,0,0,0
ciel_omega/core/quantum/quantum_engine.py,zeta_modulation,zeta_modulation,,4,0,1,0,0,1,0,0,0
ciel_omega/core/quantum/quantum_engine.py,zeta_coeff_regularized,zeta_coeff_regularized,,4,0,1,0,0,0,0,0,0
ciel_omega/core/quantum/quantum_engine.py,unified_lambda0,unified_lambda0,,6,0,1,0,0,0,0,0,0
ciel_omega/core/quantum/quantum_engine.py,resonance,resonance,,2,0,1,0,0,0,0,0,0
ciel_omega/core/quantum/quantum_engine.py,emergent_mass,emergent_mass,,2,0,1,0,0,0,0,0,0
ciel_omega/core/quantum/quantum_engine.py,enforce_ethics,enforce_ethics,,3,0,1,0,0,0,0,0,0
ciel_omega/core/quantum/quantum_engine.py,collatz_mask,collatz_mask,,2,0,1,0,0,0,0,0,0
ciel_omega/core/quantum/quantum_engine.py,banach_tarski_resonance,banach_tarski_resonance,,2,0,1,0,0,0,0,0,0
ciel_omega/core/quantum/quantum_engine.py,demo_quantization_and_rg,demo_quantization_and_rg,,0,0,1,0,0,0,0,0,0
ciel_omega/core/quantum/quantum_engine.py,main,main,,0,0,1,0,0,1,0,0,0
ciel_omega/core/quantum/quantum_engine.py,steps,steps,,1,0,1,0,0,0,0,0,0
ciel_omega/core/quantum/quantum_engine.py,__init__,__init__,,3,0,0,0,0,0,0,0,0
ciel_omega/core/quantum/quantum_engine.py,compute,compute,,1,0,1,0,0,0,0,0,0
ciel_omega/core/quantum/quantum_engine.py,__init__,__init__,,2,0,0,0,0,0,0,0,0
ciel_omega/core/quantum/quantum_engine.py,__init__,__init__,,4,0,0,0,0,0,0,0,0
ciel_omega/core/quantum/quantum_engine.py,lagrangian_density,lagrangian_density,,4,0,1,0,0,0,0,0,0
ciel_omega/core/quantum/quantum_engine.py,conjugate_momenta,conjugate_momenta,,2,0,1,0,0,0,0,0,0
ciel_omega/core/quantum/quantum_engine.py,gauge_fixing,gauge_fixing,,2,0,1,0,0,0,0,0,0
ciel_omega/core/quantum/quantum_engine.py,ghost_action,ghost_action,,2,0,1,0,0,0,0,0,0
